CBP33_RS00220	alpha/beta hydrolase	CBP35_RS18705	alpha/beta hydrolase	CBP36_RS00250	alpha/beta hydrolase	APS58_RS09415	alpha/beta hydrolase	AJS_RS00160	alpha/beta hydrolase	CCX87_RS00165	alpha/beta hydrolase	ACAV_RS00325	alpha/beta hydrolase	C8244_RS00340	alpha/beta hydrolase	C8241_RS00325	alpha/beta hydrolase	C8245_RS05800	alpha/beta hydrolase	C8247_RS00325	alpha/beta hydrolase	C8234_00325	alpha/beta hydrolase	C8237_00335	alpha/beta hydrolase	C8239_00265	alpha/beta hydrolase	C8238_RS00320	alpha/beta hydrolase	C8246_RS15255	alpha/beta hydrolase	-	-	C8236_00325	alpha/beta hydrolase	C8243_00285	alpha/beta hydrolase	C8248_00320	alpha/beta hydrolase	C8242_00275	alpha/beta hydrolase	C7Y68_RS00400	alpha/beta hydrolase	C8235_00310	alpha/beta hydrolase	CBP34_RS00225	alpha/beta hydrolase	C8240_RS00290	alpha/beta hydrolase	AAVE_RS00265	alpha/beta hydrolase	CQB05_RS20585	alpha/beta hydrolase	DTPSY_RS00245	alpha/beta hydrolase	EAG14_RS21855	alpha/beta hydrolase	G7045_RS14140	alpha/beta hydrolase	C380_RS00465	alpha/beta hydrolase	BSY15_RS07530	serine hydrolase family protein
CBP33_RS04140	pantoate--beta-alanine ligase	CBP35_RS14370	pantoate--beta-alanine ligase	CBP36_RS04570	pantoate--beta-alanine ligase	APS58_RS04450	pantoate--beta-alanine ligase	AJS_RS17355	pantoate--beta-alanine ligase	CCX87_RS14210	pantoate--beta-alanine ligase	ACAV_RS18635	pantoate--beta-alanine ligase	C8244_RS16080	pantoate--beta-alanine ligase	C8241_RS17305	pantoate--beta-alanine ligase	C8245_RS11235	pantoate--beta-alanine ligase	C8247_RS15345	pantoate--beta-alanine ligase	C8234_12100	pantoate--beta-alanine ligase	C8237_15375	pantoate--beta-alanine ligase	C8239_14585	pantoate--beta-alanine ligase	C8238_RS15825	pantoate--beta-alanine ligase	C8246_RS20765	pantoate--beta-alanine ligase	-	-	C8236_15140	pantoate--beta-alanine ligase	C8243_15275	pantoate--beta-alanine ligase	C8248_14070	pantoate--beta-alanine ligase	C8242_14730	pantoate--beta-alanine ligase	C7Y68_RS16780	pantoate--beta-alanine ligase	C8235_13065	pantoate--beta-alanine ligase	CBP34_RS04080	pantoate--beta-alanine ligase	C8240_RS16940	pantoate--beta-alanine ligase	AAVE_RS19165	pantoate--beta-alanine ligase	CQB05_RS07370	pantoate--beta-alanine ligase	DTPSY_RS14140	pantoate--beta-alanine ligase	EAG14_RS14745	pantoate--beta-alanine ligase	G7045_RS13175	pantoate--beta-alanine ligase	C380_RS18990	pantoate--beta-alanine ligase	BSY15_RS11825	pantoate--beta-alanine ligase
CBP33_RS01775	formyltetrahydrofolate deformylase	CBP35_RS16770	formyltetrahydrofolate deformylase	CBP36_RS02170	formyltetrahydrofolate deformylase	APS58_RS11970	formyltetrahydrofolate deformylase	AJS_RS02150	formyltetrahydrofolate deformylase	CCX87_RS16610	formyltetrahydrofolate deformylase	ACAV_RS03010	formyltetrahydrofolate deformylase	C8244_RS02670	formyltetrahydrofolate deformylase	C8241_RS02665	formyltetrahydrofolate deformylase	C8245_RS03055	formyltetrahydrofolate deformylase	C8247_RS02190	formyltetrahydrofolate deformylase	C8234_01860	formyltetrahydrofolate deformylase	C8237_02660	formyltetrahydrofolate deformylase	C8239_03100	formyltetrahydrofolate deformylase	C8238_RS02660	formyltetrahydrofolate deformylase	C8246_RS11925	formyltetrahydrofolate deformylase	-	-	C8236_02835	formyltetrahydrofolate deformylase	C8243_02495	formyltetrahydrofolate deformylase	C8248_01950	formyltetrahydrofolate deformylase	C8242_02885	formyltetrahydrofolate deformylase	C7Y68_RS03005	formyltetrahydrofolate deformylase	C8235_02210	formyltetrahydrofolate deformylase	CBP34_RS01745	formyltetrahydrofolate deformylase	C8240_RS02585	formyltetrahydrofolate deformylase	AAVE_RS03220	formyltetrahydrofolate deformylase	CQB05_RS17580	formyltetrahydrofolate deformylase	DTPSY_RS02070	formyltetrahydrofolate deformylase	EAG14_RS19695	formyltetrahydrofolate deformylase	G7045_RS00930	formyltetrahydrofolate deformylase	C380_RS02290	formyltetrahydrofolate deformylase	BSY15_RS09120	formyltetrahydrofolate deformylase
CBP33_RS04035	signal recognition particle-docking protein FtsY	CBP35_RS14480	signal recognition particle-docking protein FtsY	CBP36_RS04460	signal recognition particle-docking protein FtsY	APS58_RS04550	signal recognition particle-docking protein FtsY	AJS_RS17455	signal recognition particle-docking protein FtsY	CCX87_RS14310	signal recognition particle-docking protein FtsY	ACAV_RS18735	signal recognition particle-docking protein FtsY	C8244_RS16180	signal recognition particle-docking protein FtsY	C8241_RS17405	signal recognition particle-docking protein FtsY	C8245_RS11135	signal recognition particle-docking protein FtsY	C8247_RS15445	signal recognition particle-docking protein FtsY	C8234_12200	signal recognition particle-docking protein FtsY	C8237_15475	signal recognition particle-docking protein FtsY	C8239_14685	signal recognition particle-docking protein FtsY	C8238_RS15925	signal recognition particle-docking protein FtsY	C8246_RS20665	signal recognition particle-docking protein FtsY	-	-	C8236_15240	signal recognition particle-docking protein FtsY	C8243_15375	signal recognition particle-docking protein FtsY	C8248_14170	signal recognition particle-docking protein FtsY	C8242_14830	signal recognition particle-docking protein FtsY	C7Y68_RS16880	signal recognition particle-docking protein FtsY	C8235_13165	signal recognition particle-docking protein FtsY	CBP34_RS03970	signal recognition particle-docking protein FtsY	C8240_RS17040	signal recognition particle-docking protein FtsY	AAVE_RS19265	signal recognition particle-docking protein FtsY	CQB05_RS07470	signal recognition particle-docking protein FtsY	DTPSY_RS14240	signal recognition particle-docking protein FtsY	EAG14_RS16020	signal recognition particle-docking protein FtsY	G7045_RS02555	signal recognition particle-docking protein FtsY	C380_RS19125	signal recognition particle-docking protein FtsY	BSY15_RS11720	signal recognition particle-docking protein FtsY
CBP33_RS06640	aspartate kinase	CBP35_RS11865	aspartate kinase	CBP36_RS07080	aspartate kinase	APS58_RS21105	aspartate kinase	AJS_RS08150	aspartate kinase	-	-	ACAV_RS13905	aspartate kinase	C8244_RS11745	aspartate kinase	C8241_RS13535	aspartate kinase	C8245_RS16325	aspartate kinase	C8247_RS11920	aspartate kinase	-	-	C8237_11580	aspartate kinase	C8239_11700	aspartate kinase	C8238_RS11880	aspartate kinase	C8246_RS00485	aspartate kinase	C8232_07900	aspartate kinase	C8236_11560	aspartate kinase	-	-	C8248_10730	aspartate kinase	C8242_11100	aspartate kinase	C7Y68_RS13040	aspartate kinase	-	-	CBP34_RS06435	aspartate kinase	C8240_RS12760	aspartate kinase	AAVE_RS11585	aspartate kinase	CQB05_RS02945	aspartate kinase	DTPSY_RS10470	aspartate kinase	-	-	G7045_RS04520	aspartate kinase	-	-	-	-
-	-	-	-	-	-	APS58_RS18380	SGNH/GDSL hydrolase family protein	-	-	-	-	ACAV_RS09790	SGNH/GDSL hydrolase family protein	C8244_RS08555	SGNH/GDSL hydrolase family protein	C8241_RS09315	SGNH/GDSL hydrolase family protein	C8245_RS21135	SGNH/GDSL hydrolase family protein	C8247_RS08195	SGNH/GDSL hydrolase family protein	C8234_06260	hypothetical protein	C8237_07735	hypothetical protein	-	-	-	-	C8246_RS04590	SGNH/GDSL hydrolase family protein	C8232_05375	hypothetical protein	-	-	C8243_07985	hypothetical protein	C8248_07845	SGNH/GDSL hydrolase family protein	-	-	C7Y68_RS09430	SGNH/GDSL hydrolase family protein	-	-	-	-	C8240_RS08805	SGNH/GDSL hydrolase family protein	AAVE_RS16370	SGNH/GDSL hydrolase family protein	CQB05_RS10510	SGNH/GDSL hydrolase family protein	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	ACAV_RS08790	TonB-dependent receptor	-	-	-	-	C8245_RS22420	TonB-dependent receptor	-	-	-	-	-	-	C8239_08045	TonB-dependent siderophore receptor	C8238_RS07755	TonB-dependent receptor	-	-	-	-	-	-	-	-	C8248_07110	TonB-dependent siderophore receptor	-	-	C7Y68_RS08285	TonB-dependent receptor	-	-	-	-	C8240_RS06960	TonB-dependent siderophore receptor	-	-	-	-	-	-	EAG14_RS07845	TonB-dependent receptor	G7045_RS11710	TonB-dependent receptor	-	-	-	-
CBP33_RS18120	GNAT family N-acetyltransferase	CBP35_RS00555	GNAT family N-acetyltransferase	CBP36_RS18360	GNAT family N-acetyltransferase	APS58_RS08795	GNAT family N-acetyltransferase	AJS_RS20280	GNAT family N-acetyltransferase	CCX87_RS18425	GNAT family N-acetyltransferase	ACAV_RS23375	GNAT family N-acetyltransferase	C8244_RS19175	GNAT family N-acetyltransferase	C8241_RS21065	GNAT family N-acetyltransferase	C8245_RS06490	GNAT family N-acetyltransferase	C8247_RS18785	GNAT family N-acetyltransferase	C8234_15610	GNAT family N-acetyltransferase	C8237_19025	GNAT family N-acetyltransferase	C8239_18275	GNAT family N-acetyltransferase	-	-	C8246_RS15925	GNAT family N-acetyltransferase	-	-	-	-	-	-	-	-	-	-	C7Y68_RS20905	GNAT family N-acetyltransferase	C8235_16920	GNAT family N-acetyltransferase	CBP34_RS18975	GNAT family N-acetyltransferase	C8240_RS21125	GNAT family N-acetyltransferase	AAVE_RS23560	GNAT family N-acetyltransferase	CQB05_RS21195	GNAT family N-acetyltransferase	DTPSY_RS17180	GNAT family N-acetyltransferase	EAG14_RS00570	GNAT family N-acetyltransferase	G7045_RS14350	GNAT family N-acetyltransferase	C380_RS23530	GNAT family N-acetyltransferase	BSY15_RS06655	GNAT family N-acetyltransferase
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C8241_RS18180	hypothetical protein	-	-	C8247_RS19365	hypothetical protein	-	-	-	-	C8239_15875	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C8235_14240	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C8237_11905	hypothetical protein	-	-	-	-	-	-	-	-	-	-	C8243_11700	hypothetical protein	-	-	C8242_11440	hypothetical protein	-	-	-	-	-	-	C8240_RS13150	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C8234_12390	LysR family transcriptional regulator	C8237_15195	LysR family transcriptional regulator	C8239_00640	LysR family transcriptional regulator	-	-	C8246_RS07270	LysR family transcriptional regulator	C8232_10535	LysR family transcriptional regulator	-	-	-	-	C8248_00695	LysR family transcriptional regulator	C8242_15025	LysR family transcriptional regulator	C7Y68_RS00760	LysR family transcriptional regulator	-	-	-	-	-	-	AAVE_RS02460	LysR family transcriptional regulator	CQB05_RS18355	LysR family transcriptional regulator	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CBP34_RS19625	hypothetical protein	-	-	-	-	-	-	-	-	EAG14_RS22830	hypothetical protein	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CBP34_RS19650	hypothetical protein	-	-	-	-	-	-	-	-	EAG14_RS22735	hypothetical protein	-	-	-	-	-	-
CBP33_RS01945	aminopeptidase	CBP35_RS16600	aminopeptidase	CBP36_RS02345	aminopeptidase	APS58_RS12310	aminopeptidase	AJS_RS02290	aminopeptidase	-	-	ACAV_RS03355	aminopeptidase	C8244_RS02835	aminopeptidase	C8241_RS02990	aminopeptidase	C8245_RS02720	aminopeptidase	C8247_RS02485	aminopeptidase	C8234_02020	aminopeptidase	C8237_02840	aminopeptidase	C8239_03350	aminopeptidase	C8238_RS02910	aminopeptidase	C8246_RS11620	aminopeptidase	C8232_01400	aminopeptidase	C8236_03020	aminopeptidase	C8243_02735	aminopeptidase	C8248_02110	aminopeptidase	C8242_03245	aminopeptidase	C7Y68_RS03175	aminopeptidase	-	-	CBP34_RS01915	aminopeptidase	-	-	AAVE_RS03820	aminopeptidase	-	-	DTPSY_RS02210	aminopeptidase	EAG14_RS19510	aminopeptidase	-	-	C380_RS02500	aminopeptidase	BSY15_RS09350	aminopeptidase
CBP33_RS05975	hypothetical protein	CBP35_RS12535	hypothetical protein	CBP36_RS06410	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CBP34_RS05765	hypothetical protein	-	-	-	-	-	-	-	-	EAG14_RS13675	hypothetical protein	-	-	-	-	BSY15_RS12030	hypothetical protein
-	-	-	-	-	-	APS58_RS01045	chemotaxis protein	-	-	CCX87_RS12585	chemotaxis protein	ACAV_RS15015	chemotaxis protein	C8244_RS12685	chemotaxis protein	C8241_RS14625	chemotaxis protein	C8245_RS15220	chemotaxis protein	C8247_RS12750	chemotaxis protein	-	-	-	-	C8239_12730	chemotaxis protein	C8238_RS12840	chemotaxis protein	C8246_RS24500	chemotaxis protein	C8232_08925	chemotaxis protein	C8236_12345	chemotaxis protein	C8243_12355	chemotaxis protein	C8248_11755	chemotaxis protein	C8242_12195	chemotaxis protein	C7Y68_RS13790	chemotaxis protein	C8235_09840	chemotaxis protein	-	-	-	-	AAVE_RS10620	methyl-accepting chemotaxis protein	CQB05_RS03960	methyl-accepting chemotaxis protein	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	APS58_RS07850	S24 family peptidase	-	-	-	-	ACAV_RS22220	hypothetical protein	C8244_RS18840	hypothetical protein	C8241_RS20125	hypothetical protein	C8245_RS07640	peptidase	C8247_RS18185	peptidase	C8234_15255	peptidase	C8237_17985	peptidase	C8239_17655	peptidase	C8238_RS18790	peptidase	C8246_RS17005	hypothetical protein	C8232_12815	peptidase	C8236_18075	peptidase	C8243_17855	peptidase	C8248_17655	peptidase	-	-	C7Y68_RS19880	peptidase	C8235_16185	peptidase	-	-	C8240_RS20105	peptidase	AAVE_RS22670	S24 family peptidase	CQB05_RS22120	S24 family peptidase	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	APS58_RS13640	membrane protein	AJS_RS03840	membrane protein	-	-	ACAV_RS04935	membrane protein	C8244_RS04425	hypothetical protein	C8241_RS04665	hypothetical protein	C8245_RS01115	hypothetical protein	C8247_RS04050	hypothetical protein	-	-	-	-	-	-	C8238_RS04220	membrane protein	-	-	-	-	C8236_04590	hypothetical protein	C8243_04100	hypothetical protein	C8248_03775	hypothetical protein	-	-	C7Y68_RS04795	membrane protein	-	-	-	-	C8240_RS04100	hypothetical protein	AAVE_RS05105	membrane protein	CQB05_RS15645	membrane protein	-	-	EAG14_RS17465	hypothetical protein	G7045_RS11855	hypothetical protein	-	-	BSY15_RS03580	hypothetical protein
-	-	-	-	-	-	-	-	AJS_RS14725	translation initiation factor IF-1	-	-	ACAV_RS05210	translation initiation factor IF-1	C8244_RS04705	translation initiation factor IF-1	C8241_RS04940	translation initiation factor IF-1	C8245_RS00820	translation initiation factor IF-1	C8247_RS04300	translation initiation factor IF-1	-	-	C8237_04130	translation initiation factor IF-1	-	-	-	-	-	-	-	-	C8236_04870	translation initiation factor IF-1	-	-	-	-	-	-	-	-	C8235_03730	translation initiation factor IF-1	-	-	C8240_RS04365	translation initiation factor IF-1	-	-	-	-	DTPSY_RS11980	translation initiation factor IF-1	-	-	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	ACAV_RS12275	DNA-binding protein	-	-	C8241_RS11830	DNA-binding protein	C8245_RS18585	DNA-binding protein	-	-	-	-	-	-	-	-	C8238_RS10785	DNA-binding protein	C8246_RS02110	DNA-binding protein	-	-	-	-	C8243_10475	DNA-binding protein	-	-	-	-	-	-	-	-	-	-	C8240_RS11115	DNA-binding protein	-	-	-	-	-	-	EAG14_RS10160	DNA-binding protein	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	ACAV_RS12270	tyrosine-type recombinase/integrase	-	-	C8241_RS11825	tyrosine-type recombinase/integrase	C8245_RS18590	tyrosine-type recombinase/integrase	-	-	-	-	-	-	-	-	C8238_RS10780	tyrosine-type recombinase/integrase	C8246_RS02115	tyrosine-type recombinase/integrase	-	-	-	-	C8243_10470	integrase	-	-	-	-	-	-	-	-	-	-	C8240_RS11110	tyrosine-type recombinase/integrase	-	-	-	-	-	-	EAG14_RS10165	tyrosine-type recombinase/integrase	-	-	-	-	-	-
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C8237_04640	hypothetical protein	-	-	-	-	-	-	-	-	C8236_05390	ribonuclease E/G	-	-	-	-	-	-	-	-	-	-	-	-	C8240_RS05030	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CBP33_RS00495	RecQ family ATP-dependent DNA helicase	-	-	-	-	APS58_RS10070	RecQ family ATP-dependent DNA helicase	AJS_RS00425	DNA helicase RecQ	CCX87_RS00405	DNA helicase RecQ	ACAV_RS01040	DNA helicase RecQ	-	-	C8241_RS00855	DNA helicase RecQ	C8245_RS05050	DNA helicase RecQ	-	-	-	-	C8237_00730	DNA helicase RecQ	-	-	C8238_RS00675	DNA helicase RecQ	C8246_RS14485	DNA helicase RecQ	-	-	C8236_01105	DNA helicase RecQ	C8243_00685	DNA helicase RecQ	C8248_01115	DNA helicase RecQ	-	-	C7Y68_RS01160	DNA helicase RecQ	C8235_01115	DNA helicase RecQ	-	-	C8240_RS00680	DNA helicase RecQ	AAVE_RS00895	RecQ family ATP-dependent DNA helicase	CQB05_RS19950	RecQ family ATP-dependent DNA helicase	DTPSY_RS00505	DNA helicase RecQ	EAG14_RS21125	DNA helicase RecQ	G7045_RS13940	DNA helicase RecQ	C380_RS00905	DNA helicase RecQ	BSY15_RS07975	DNA helicase RecQ
-	-	-	-	-	-	APS58_RS12470	sensor domain-containing diguanylate cyclase	-	-	-	-	ACAV_RS03590	sensor domain-containing diguanylate cyclase	C8244_RS03065	diguanylate cyclase	C8241_RS03230	sensor domain-containing diguanylate cyclase	-	-	C8247_RS02695	sensor domain-containing diguanylate cyclase	C8234_02295	GGDEF domain-containing protein	C8237_03080	GGDEF domain-containing protein	C8239_03620	GGDEF domain-containing protein	C8238_RS03155	sensor domain-containing diguanylate cyclase	C8246_RS11375	sensor domain-containing diguanylate cyclase	C8232_01665	GGDEF domain-containing protein	C8236_03265	GGDEF domain-containing protein	C8243_02995	GGDEF domain-containing protein	C8248_02350	GGDEF domain-containing protein	C8242_03485	GGDEF domain-containing protein	C7Y68_RS03425	sensor domain-containing diguanylate cyclase	C8235_02480	GGDEF domain-containing protein	-	-	C8240_RS02875	diguanylate cyclase	AAVE_RS03975	sensor domain-containing diguanylate cyclase	CQB05_RS16810	sensor domain-containing diguanylate cyclase	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	APS58_RS15940	type VI secretion system membrane subunit TssM	-	-	-	-	ACAV_RS07450	type VI secretion system membrane subunit TssM	C8244_RS06885	type VI secretion system membrane subunit TssM	C8241_RS07280	type VI secretion system membrane subunit TssM	-	-	C8247_RS06470	type VI secretion system membrane subunit TssM	C8234_05155	type VI secretion system membrane subunit TssM	C8237_06310	type VI secretion system membrane subunit TssM	C8239_06660	type VI secretion system membrane subunit TssM	C8238_RS06580	type VI secretion system membrane subunit TssM	C8246_RS07555	type VI secretion system membrane subunit TssM	C8232_03910	type VI secretion system membrane subunit TssM	C8236_06960	type VI secretion system membrane subunit TssM	C8243_06460	type VI secretion system membrane subunit TssM	C8248_06340	type VI secretion system membrane subunit TssM	C8242_05895	type VI secretion system membrane subunit TssM	C7Y68_RS07235	type VI secretion system membrane subunit TssM	C8235_05650	type VI secretion system membrane subunit TssM	-	-	C8240_RS06755	type VI secretion system membrane subunit TssM	AAVE_RS07320	type VI secretion system membrane subunit TssM	CQB05_RS13410	type VI secretion system membrane subunit TssM	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	APS58_RS12460	hypothetical protein	-	-	-	-	ACAV_RS03580	hypothetical protein	C8244_RS03055	hypothetical protein	C8241_RS03220	hypothetical protein	-	-	C8247_RS02685	hypothetical protein	C8234_02285	hypothetical protein	C8237_03070	hypothetical protein	C8239_03610	hypothetical protein	C8238_RS03145	hypothetical protein	C8246_RS11385	hypothetical protein	C8232_01655	hypothetical protein	C8236_03255	hypothetical protein	C8243_02985	hypothetical protein	C8248_02340	hypothetical protein	C8242_03475	hypothetical protein	C7Y68_RS03415	hypothetical protein	C8235_02470	hypothetical protein	-	-	C8240_RS02865	hypothetical protein	AAVE_RS03965	hypothetical protein	CQB05_RS16820	hypothetical protein	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	APS58_RS03820	amino acid adenylation domain-containing protein	-	-	-	-	ACAV_RS18075	non-ribosomal peptide synthetase	C8244_RS15535	non-ribosomal peptide synthetase	C8241_RS16950	amino acid adenylation domain-containing protein	-	-	C8247_RS15095	amino acid adenylation domain-containing protein	-	-	-	-	C8239_14185	non-ribosomal peptide synthetase	-	-	-	-	C8232_10280	non-ribosomal peptide synthetase	-	-	C8243_14695	non-ribosomal peptide synthetase	C8248_13625	non-ribosomal peptide synthetase	C8242_14195	non-ribosomal peptide synthetase	-	-	-	-	-	-	C8240_RS16485	amino acid adenylation domain-containing protein	AAVE_RS18585	non-ribosomal peptide synthetase	CQB05_RS06775	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-
CBP33_RS03235	tripartite tricarboxylate transporter substrate binding protein	CBP35_RS15285	tripartite tricarboxylate transporter substrate binding protein	CBP36_RS03660	tripartite tricarboxylate transporter substrate binding protein	APS58_RS06545	tripartite tricarboxylate transporter substrate binding protein	AJS_RS18505	tripartite tricarboxylate transporter substrate binding protein	CCX87_RS15085	tripartite tricarboxylate transporter substrate binding protein	ACAV_RS20860	tripartite tricarboxylate transporter substrate binding protein	C8244_RS17880	tripartite tricarboxylate transporter substrate binding protein	C8241_RS18955	tripartite tricarboxylate transporter substrate binding protein	C8245_RS09010	tripartite tricarboxylate transporter substrate binding protein	-	-	C8234_14210	ABC transporter substrate-binding protein	C8237_16930	ABC transporter substrate-binding protein	C8239_16405	ABC transporter substrate-binding protein	C8238_RS17665	tripartite tricarboxylate transporter substrate binding protein	C8246_RS18465	tripartite tricarboxylate transporter substrate binding protein	C8232_11830	ABC transporter substrate-binding protein	C8236_17355	ABC transporter substrate-binding protein	C8243_16810	ABC transporter substrate-binding protein	C8248_16320	ABC transporter substrate-binding protein	C8242_16360	ABC transporter substrate-binding protein	-	-	C8235_15015	tripartite tricarboxylate transporter substrate binding protein	CBP34_RS03180	tripartite tricarboxylate transporter substrate binding protein	C8240_RS19150	tripartite tricarboxylate transporter substrate binding protein	AAVE_RS21425	tripartite tricarboxylate transporter substrate binding protein	CQB05_RS23385	tripartite tricarboxylate transporter substrate binding protein	DTPSY_RS15080	tripartite tricarboxylate transporter substrate binding protein	-	-	-	-	C380_RS03935	tripartite tricarboxylate transporter substrate binding protein	BSY15_RS10885	tripartite tricarboxylate transporter substrate binding protein
-	-	CBP35_RS18010	MmgE/PrpD family protein	CBP36_RS00950	MmgE/PrpD family protein	-	-	-	-	-	-	ACAV_RS15360	MmgE/PrpD family protein	C8244_RS13005	MmgE/PrpD family protein	-	-	C8245_RS14860	MmgE/PrpD family protein	C8247_RS13090	MmgE/PrpD family protein	C8234_09810	2-methylcitrate dehydratase	C8237_12675	2-methylcitrate dehydratase	-	-	-	-	C8246_RS24175	MmgE/PrpD family protein	C8232_09240	2-methylcitrate dehydratase	-	-	C8243_12665	2-methylcitrate dehydratase	C8248_12080	2-methylcitrate dehydratase	C8242_12430	2-methylcitrate dehydratase	C7Y68_RS14135	MmgE/PrpD family protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	-	CBP35_RS17995	acetate--CoA ligase family protein	CBP36_RS00965	acetate--CoA ligase family protein	-	-	-	-	-	-	ACAV_RS15365	acetate--CoA ligase family protein	C8244_RS13010	acetate--CoA ligase family protein	-	-	C8245_RS14855	acetate--CoA ligase family protein	C8247_RS13095	acetate--CoA ligase family protein	C8234_09815	6-carboxyhexanoate--CoA ligase	C8237_12680	6-carboxyhexanoate--CoA ligase	-	-	-	-	C8246_RS24170	acetate--CoA ligase family protein	C8232_09245	6-carboxyhexanoate--CoA ligase	-	-	C8243_12670	6-carboxyhexanoate--CoA ligase	C8248_12085	6-carboxyhexanoate--CoA ligase	C8242_12435	6-carboxyhexanoate--CoA ligase	C7Y68_RS14140	acetate--CoA ligase family protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	-	-	-	-	-	APS58_RS03675	phosphoglycerate mutase	-	-	-	-	ACAV_RS17920	phosphoglycerate mutase	C8244_RS15385	phosphoglycerate mutase	C8241_RS16855	phosphoglycerate mutase	C8245_RS11950	phosphoglycerate mutase	C8247_RS14985	phosphoglycerate mutase	-	-	C8237_15005	phosphoglycerate mutase	-	-	-	-	C8246_RS21605	phosphoglycerate mutase	C8232_10125	phosphoglycerate mutase	-	-	C8243_14585	phosphoglycerate mutase	-	-	C8242_14130	phosphoglycerate mutase	C7Y68_RS16430	phosphoglycerate mutase	C8235_12460	phosphoglycerate mutase	-	-	-	-	AAVE_RS18445	phosphoglycerate mutase	CQB05_RS06635	phosphoglycerate mutase	-	-	-	-	-	-	-	-	-	-
CBP33_RS12195	GNAT family N-acetyltransferase	-	-	CBP36_RS12675	GNAT family N-acetyltransferase	APS58_RS21590	GNAT family N-acetyltransferase	-	-	-	-	ACAV_RS12605	GNAT family N-acetyltransferase	-	-	C8241_RS12200	GNAT family N-acetyltransferase	C8245_RS17830	GNAT family N-acetyltransferase	C8247_RS10575	GNAT family N-acetyltransferase	C8234_08100	N-acetyltransferase	-	-	C8239_10975	N-acetyltransferase	C8238_RS11135	GNAT family N-acetyltransferase	C8246_RS01865	GNAT family N-acetyltransferase	-	-	C8236_10205	N-acetyltransferase	C8243_10790	N-acetyltransferase	C8248_09415	N-acetyltransferase	C8242_09740	N-acetyltransferase	C7Y68_RS11715	GNAT family N-acetyltransferase	C8235_08500	N-acetyltransferase	CBP34_RS12595	GNAT family N-acetyltransferase	-	-	AAVE_RS13250	GNAT family N-acetyltransferase	CQB05_RS01240	GNAT family N-acetyltransferase	-	-	EAG14_RS08535	GNAT family N-acetyltransferase	G7045_RS05435	GNAT family N-acetyltransferase	C380_RS09380	GNAT family N-acetyltransferase	BSY15_RS14525	GNAT family N-acetyltransferase
-	-	-	-	-	-	APS58_RS00980	EamA family transporter	-	-	-	-	-	-	-	-	C8241_RS14465	EamA family transporter	-	-	-	-	-	-	-	-	C8239_17075	phosphonate utilization protein	C8238_RS18295	EamA family transporter	C8246_RS24575	EamA family transporter	C8232_12515	phosphonate utilization protein	-	-	C8243_17425	phosphonate utilization protein	C8248_11680	transporter	C8242_12120	transporter	-	-	C8235_09765	transporter	-	-	C8240_RS05775	EamA family transporter	AAVE_RS10685	EamA family transporter	CQB05_RS03875	EamA family transporter	-	-	-	-	-	-	-	-	-	-
