CBP33_RS00030,CBP33_RS00030,CBP35_RS18910,CBP35_RS18910,CBP36_RS00045,CBP36_RS00045,APS58_RS09180,APS58_RS09180,AJS_RS20640,AJS_RS20640,CCX87_RS00050,CCX87_RS00050,ACAV_RS00100,C8244_RS00095,C8241_RS00075,C8245_RS06030,C8247_RS00080,C8234_00085,C8237_00095,C8239_00030,C8238_RS00080,C8246_RS15500,,C8236_00080,C8243_00045,C8248_00075,C8242_00040,C7Y68_RS00075,C8235_00080,CBP34_RS00035,C8240_RS00040,AAVE_RS00040,CQB05_RS20820,DTPSY_RS00030,EAG14_RS22085,G7045_RS14475,C380_RS00020,
CBP33_RS00165,CBP33_RS00165,CBP35_RS18760,CBP35_RS18760,CBP36_RS00195,CBP36_RS00195,APS58_RS09305,APS58_RS09305,AJS_RS00100,AJS_RS00100,CCX87_RS00115,CCX87_RS00115,ACAV_RS00225,C8244_RS00225,C8241_RS00205,C8245_RS05905,C8247_RS00205,C8234_00215,C8237_00225,C8239_00155,C8238_RS00205,,,C8236_00215,C8243_00170,C8248_00210,C8242_00165,C7Y68_RS00295,C8235_00205,CBP34_RS00170,C8240_RS00175,AAVE_RS00165,CQB05_RS20695,DTPSY_RS00180,EAG14_RS21935,G7045_RS14195,C380_RS00385,BSY15_RS07425
,,,,,,,,,,,,,,,,,,C8237_00960,C8239_01225,,,,C8236_01270,C8243_00840,,C8242_01200,,C8235_01220,,,,,,,,,
,,,,,,,,,,,,,C8244_RS00245,C8241_RS21440,,C8247_RS00230,,,,C8238_RS19610,,,,,,,,,,C8240_RS00195,,,,,,,
CBP33_RS00180,CBP33_RS00180,CBP35_RS18745,CBP35_RS18745,CBP36_RS00210,CBP36_RS00210,,,AJS_RS00120,AJS_RS00120,CCX87_RS00130,CCX87_RS00130,ACAV_RS00270,C8244_RS00285,C8241_RS00270,C8245_RS05855,C8247_RS00270,C8234_00270,C8237_00280,C8239_00210,C8238_RS00265,C8246_RS15310,,C8236_00270,C8243_00230,C8248_00265,C8242_00220,C7Y68_RS00345,C8235_00255,CBP34_RS00185,C8240_RS00235,,,DTPSY_RS00200,EAG14_RS21915,G7045_RS05565,C380_RS00405,BSY15_RS07445
CBP33_RS00200,CBP33_RS00200,CBP35_RS18725,CBP35_RS18725,CBP36_RS00230,CBP36_RS00230,APS58_RS09395,APS58_RS09395,AJS_RS00140,AJS_RS00140,CCX87_RS00150,CCX87_RS00150,ACAV_RS00305,C8244_RS00320,C8241_RS00305,C8245_RS05820,C8247_RS00305,C8234_00305,C8237_00315,C8239_00245,C8238_RS00300,C8246_RS15275,,C8236_00305,C8243_00265,C8248_00300,C8242_00255,C7Y68_RS00380,C8235_00290,CBP34_RS00205,C8240_RS00270,AAVE_RS00245,CQB05_RS20605,DTPSY_RS00225,EAG14_RS21875,G7045_RS14160,,BSY15_RS07510
,,,,,,,,,,,,,,,,,,,C8239_00635,,,,,,C8248_00690,C8242_00640,C7Y68_RS00755,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,C8239_01655,C8238_RS01200,,C8232_00280,,C8243_01030,,C8242_01395,,,,,,,DTPSY_RS11085,,,C380_RS06170,BSY15_RS00545
CBP33_RS00280,CBP33_RS00280,CBP35_RS18655,CBP35_RS18655,CBP36_RS00300,CBP36_RS00300,,,AJS_RS08450,AJS_RS08450,CCX87_RS00200,CCX87_RS00200,,,,,,,,,,,,,,,,,,CBP34_RS00270,,,,DTPSY_RS10115,,,,
CBP33_RS00285,CBP33_RS00285,CBP35_RS18650,CBP35_RS18650,CBP36_RS00305,CBP36_RS00305,,,AJS_RS08455,AJS_RS08455,CCX87_RS00205,CCX87_RS00205,,,,,,,,,,,,,,,,,,CBP34_RS00275,,,,DTPSY_RS10110,,,,
CBP33_RS00290,CBP33_RS00290,CBP35_RS18645,CBP35_RS18645,CBP36_RS00310,CBP36_RS00310,,,AJS_RS08460,AJS_RS08460,CCX87_RS00210,CCX87_RS00210,,,,,,,,,,,,,,,,,,CBP34_RS00280,,,,DTPSY_RS10105,,,,
CBP33_RS00315,CBP33_RS00315,CBP35_RS18615,CBP35_RS18615,CBP36_RS00340,CBP36_RS00340,APS58_RS09655,APS58_RS09655,AJS_RS00230,AJS_RS00230,CCX87_RS00235,CCX87_RS00235,ACAV_RS00625,C8244_RS00670,C8241_RS00580,C8245_RS05485,C8247_RS00595,,C8237_00660,C8239_00605,,C8246_RS14930,,C8236_00665,,C8248_00660,C8242_00610,C7Y68_RS00725,C8235_00645,CBP34_RS00305,C8240_RS00525,AAVE_RS00490,CQB05_RS20360,DTPSY_RS00320,EAG14_RS21350,G7045_RS14010,C380_RS00690,BSY15_RS07730
CBP33_RS00320,CBP33_RS00320,CBP35_RS18610,CBP35_RS18610,CBP36_RS00345,CBP36_RS00345,APS58_RS09660,APS58_RS09660,AJS_RS00240,AJS_RS00240,CCX87_RS00240,CCX87_RS00240,ACAV_RS00630,C8244_RS00675,C8241_RS00585,C8245_RS05480,C8247_RS00600,,C8237_00665,C8239_00610,,C8246_RS14925,,C8236_00670,,C8248_00665,C8242_00615,C7Y68_RS00730,C8235_00650,CBP34_RS00310,C8240_RS00530,AAVE_RS00495,CQB05_RS20355,DTPSY_RS00330,EAG14_RS21335,G7045_RS14020,C380_RS00700,BSY15_RS07735
CBP33_RS00325,CBP33_RS00325,CBP35_RS18605,CBP35_RS18605,CBP36_RS00350,CBP36_RS00350,APS58_RS09670,APS58_RS09670,AJS_RS00250,AJS_RS00250,CCX87_RS00245,CCX87_RS00245,ACAV_RS00640,C8244_RS00685,C8241_RS00595,C8245_RS05470,C8247_RS00610,,C8237_00675,C8239_00620,,C8246_RS14915,,C8236_00680,,C8248_00675,C8242_00625,C7Y68_RS00740,C8235_00660,CBP34_RS00315,C8240_RS00540,AAVE_RS00505,CQB05_RS20345,DTPSY_RS00340,EAG14_RS21330,G7045_RS14025,C380_RS00710,BSY15_RS07740
CBP33_RS00780,CBP33_RS00780,,,CBP36_RS00825,CBP36_RS00825,,,,,,,,,,,,,,,,,,,,,,,,CBP34_RS00790,,,,,,,,BSY15_RS01495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00030,BSY15_RS07175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00255,BSY15_RS18040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00265,BSY15_RS07350
CBP33_RS00135,CBP33_RS00135,,,CBP36_RS00165,CBP36_RS00165,,,,,,,,,,,,,,,,,,,,,,,,CBP34_RS00140,,,,,,,C380_RS00320,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00360,BSY15_RS07400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00365,BSY15_RS07405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00370,BSY15_RS07410
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00680,BSY15_RS07720
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS00920,BSY15_RS07990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS01075,BSY15_RS08120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS01080,BSY15_RS08130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS01235,BSY15_RS08200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS01985,BSY15_RS06670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C380_RS02245,BSY15_RS09085
,,,,,,,,,,,,ACAV_RS01010,,C8241_RS00825,C8245_RS05085,,,C8237_00695,,C8238_RS00645,C8246_RS14520,,C8236_01070,C8243_00655,C8248_01080,,C7Y68_RS01125,C8235_01050,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTPSY_RS00105,,G7045_RS11480,,
CBP33_RS00095,CBP33_RS00095,CBP35_RS18830,CBP35_RS18830,CBP36_RS00125,CBP36_RS00125,APS58_RS09265,APS58_RS09265,AJS_RS00050,AJS_RS00050,CCX87_RS00105,CCX87_RS00105,ACAV_RS00190,C8244_RS00185,C8241_RS00165,C8245_RS05940,C8247_RS00170,C8234_00175,C8237_00185,C8239_00120,C8238_RS00170,C8246_RS15410,,C8236_00170,C8243_00135,C8248_00165,C8242_00130,C7Y68_RS00250,C8235_00170,CBP34_RS00100,C8240_RS00130,AAVE_RS00125,CQB05_RS20735,DTPSY_RS00130,EAG14_RS21950,G7045_RS14235,C380_RS00285,BSY15_RS07370
CBP33_RS00535,CBP33_RS00535,CBP35_RS18375,CBP35_RS18375,CBP36_RS00585,CBP36_RS00585,,,AJS_RS00670,AJS_RS00670,CCX87_RS00440,CCX87_RS00440,,,,,,,,,,,,,,,,,,CBP34_RS00545,,,,DTPSY_RS00745,,,,
CBP33_RS00540,CBP33_RS00540,CBP35_RS18370,CBP35_RS18370,CBP36_RS00590,CBP36_RS00590,,,AJS_RS00665,AJS_RS00665,CCX87_RS00445,CCX87_RS00445,,,,,,,,,,,,,,,,,,CBP34_RS00550,,,,DTPSY_RS00740,,,,
CBP33_RS00545,CBP33_RS00545,CBP35_RS18365,CBP35_RS18365,CBP36_RS00595,CBP36_RS00595,,,AJS_RS00660,AJS_RS00660,CCX87_RS00450,CCX87_RS00450,,,,,,,,,,,,,,,,,,CBP34_RS00555,,,,DTPSY_RS00735,,,,
CBP33_RS00555,CBP33_RS00555,CBP35_RS18355,CBP35_RS18355,CBP36_RS00605,CBP36_RS00605,,,AJS_RS00650,AJS_RS00650,CCX87_RS00460,CCX87_RS00460,,,,,,,,,,,,,,,,,,CBP34_RS00565,,,,DTPSY_RS00725,,,,
CBP33_RS00560,CBP33_RS00560,CBP35_RS18350,CBP35_RS18350,CBP36_RS00610,CBP36_RS00610,,,AJS_RS00645,AJS_RS00645,CCX87_RS00465,CCX87_RS00465,,,,,,,,,,,,,,,,,,CBP34_RS00570,,,,DTPSY_RS00720,,,,
CBP33_RS00565,CBP33_RS00565,CBP35_RS18345,CBP35_RS18345,CBP36_RS00615,CBP36_RS00615,,,AJS_RS00640,AJS_RS00640,CCX87_RS00470,CCX87_RS00470,,,,,,,,,,,,,,,,,,CBP34_RS00575,,,,DTPSY_RS00715,,,,
CBP33_RS00570,CBP33_RS00570,CBP35_RS18340,CBP35_RS18340,CBP36_RS00620,CBP36_RS00620,,,AJS_RS00635,AJS_RS00635,CCX87_RS00475,CCX87_RS00475,,,,,,,,,,,,,,,,,,CBP34_RS00580,,,,DTPSY_RS00710,,,,
CBP33_RS00575,CBP33_RS00575,CBP35_RS18335,CBP35_RS18335,CBP36_RS00625,CBP36_RS00625,,,AJS_RS00630,AJS_RS00630,CCX87_RS00480,CCX87_RS00480,,,,,,,,,,,,,,,,,,CBP34_RS00585,,,,DTPSY_RS00705,,,,
CBP33_RS00580,CBP33_RS00580,CBP35_RS18330,CBP35_RS18330,CBP36_RS00630,CBP36_RS00630,,,AJS_RS00625,AJS_RS00625,CCX87_RS00485,CCX87_RS00485,,,,,,,,,,,,,,,,,,CBP34_RS00590,,,,DTPSY_RS00700,,,,
CBP33_RS00595,CBP33_RS00595,CBP35_RS18315,CBP35_RS18315,CBP36_RS00645,CBP36_RS00645,,,AJS_RS00610,AJS_RS00610,CCX87_RS00500,CCX87_RS00500,,,,,,,,,,,,,,,,,,CBP34_RS00605,,,,DTPSY_RS00685,,,,
CBP33_RS00600,CBP33_RS00600,CBP35_RS18310,CBP35_RS18310,CBP36_RS00650,CBP36_RS00650,,,AJS_RS00605,AJS_RS00605,CCX87_RS00505,CCX87_RS00505,,,,,,,,,,,,,,,,,,CBP34_RS00610,,,,DTPSY_RS00680,,,,
CBP33_RS00605,CBP33_RS00605,CBP35_RS18305,CBP35_RS18305,CBP36_RS00655,CBP36_RS00655,,,AJS_RS00600,AJS_RS00600,CCX87_RS00510,CCX87_RS00510,,,,,,,,,,,,,,,,,,CBP34_RS00615,,,,DTPSY_RS00675,,,,
CBP33_RS00615,CBP33_RS00615,CBP35_RS18295,CBP35_RS18295,CBP36_RS00665,CBP36_RS00665,,,AJS_RS00590,AJS_RS00590,CCX87_RS00520,CCX87_RS00520,,,,,,,,,,,,,,,,,,CBP34_RS00625,,,,DTPSY_RS00665,,,,
CBP33_RS00620,CBP33_RS00620,CBP35_RS18290,CBP35_RS18290,CBP36_RS00670,CBP36_RS00670,APS58_RS18725,APS58_RS18725,AJS_RS00585,AJS_RS00585,CCX87_RS00525,CCX87_RS00525,ACAV_RS15360,C8244_RS13005,,C8245_RS14860,C8247_RS13090,C8234_09810,C8237_12675,,,C8246_RS24175,C8232_09240,,C8243_12665,C8248_12080,C8242_12430,C7Y68_RS14135,,CBP34_RS00630,,AAVE_RS16040,CQB05_RS10170,DTPSY_RS00660,,,,
CBP33_RS00625,CBP33_RS00625,CBP35_RS18285,CBP35_RS18285,CBP36_RS00675,CBP36_RS00675,,,AJS_RS00580,AJS_RS00580,CCX87_RS00530,CCX87_RS00530,,,,,,,,,,,,,,,,,,CBP34_RS00635,,,,DTPSY_RS00655,,,,
CBP33_RS00640,CBP33_RS00640,CBP35_RS18270,CBP35_RS18270,CBP36_RS00690,CBP36_RS00690,,,AJS_RS00565,AJS_RS00565,CCX87_RS00540,CCX87_RS00540,,,,,,,,,,,,,,,,,,CBP34_RS00650,,,,DTPSY_RS00635,,,C380_RS14475,BSY15_RS16180
CBP33_RS00705,CBP33_RS00705,CBP35_RS18205,CBP35_RS18205,CBP36_RS00755,CBP36_RS00755,,,AJS_RS00505,AJS_RS00505,CCX87_RS00550,CCX87_RS00550,,,,,,,,,,,,,,,,,,CBP34_RS00720,,,,DTPSY_RS00575,,,,
CBP33_RS00715,CBP33_RS00715,CBP35_RS18195,CBP35_RS18195,CBP36_RS00765,CBP36_RS00765,,,AJS_RS00495,AJS_RS00495,CCX87_RS00555,CCX87_RS00555,,,,,,,,,,,,,,,,,,CBP34_RS00730,,,,DTPSY_RS00565,,,C380_RS03940,BSY15_RS10890
,,,,,,,,,,,,ACAV_RS00500,C8244_RS00515,C8241_RS00510,C8245_RS05620,C8247_RS00460,C8234_00500,C8237_00510,C8239_00450,C8238_RS00505,C8246_RS15075,,C8236_00510,C8243_00470,C8248_00500,C8242_00455,C7Y68_RS00575,C8235_00490,,C8240_RS00435,,,,,,,
CBP33_RS00720,CBP33_RS00720,CBP35_RS18190,CBP35_RS18190,CBP36_RS00770,CBP36_RS00770,,,AJS_RS00490,AJS_RS00490,CCX87_RS00560,CCX87_RS00560,,,,,,,,,,,,,,,,,,CBP34_RS00735,,,,DTPSY_RS00560,,,,
,,,,,,,,,,CCX87_RS00585,CCX87_RS00585,ACAV_RS01140,C8244_RS00740,C8241_RS00955,C8245_RS04945,,C8234_00670,C8237_00900,C8239_01165,C8238_RS00770,C8246_RS14385,,,C8243_00780,,C8242_01145,,,,C8240_RS00710,,,,EAG14_RS21025,,,
CBP33_RS00830,CBP33_RS00830,CBP35_RS18085,CBP35_RS18085,CBP36_RS00875,CBP36_RS00875,APS58_RS10310,APS58_RS10310,AJS_RS00805,AJS_RS00805,,,ACAV_RS01375,C8244_RS00955,C8241_RS01190,C8245_RS04725,C8247_RS00850,C8234_04395,C8237_00970,C8239_05890,C8238_RS01875,C8246_RS14185,C8232_03130,C8236_01305,C8243_05650,C8248_05545,C8242_05100,C7Y68_RS06455,C8235_05025,CBP34_RS00840,C8240_RS00880,AAVE_RS01110,CQB05_RS19715,DTPSY_RS00880,EAG14_RS01400,,,
CBP33_RS00840,CBP33_RS00840,CBP35_RS18075,CBP35_RS18075,CBP36_RS00885,CBP36_RS00885,APS58_RS10335,APS58_RS10335,AJS_RS00815,AJS_RS00815,CCX87_RS00680,CCX87_RS00680,ACAV_RS01400,C8244_RS00980,C8241_RS01215,C8245_RS04700,C8247_RS00875,,C8237_00995,C8239_01425,C8238_RS00950,C8246_RS14160,,C8236_01330,,,,C7Y68_RS01310,,CBP34_RS00850,C8240_RS01625,AAVE_RS01135,CQB05_RS19690,DTPSY_RS00890,EAG14_RS20730,,C380_RS01325,BSY15_RS08235
CBP33_RS00850,CBP33_RS00850,CBP35_RS18065,CBP35_RS18065,CBP36_RS00895,CBP36_RS00895,APS58_RS10345,APS58_RS10345,AJS_RS00825,AJS_RS00825,CCX87_RS00690,CCX87_RS00690,ACAV_RS01410,C8244_RS00990,C8241_RS01225,C8245_RS04690,C8247_RS00885,,C8237_01005,C8239_01435,C8238_RS00960,C8246_RS14150,,C8236_01340,,,,C7Y68_RS01320,,,,AAVE_RS01145,CQB05_RS19680,DTPSY_RS00900,EAG14_RS20720,G7045_RS13610,C380_RS01335,BSY15_RS08245
,,,,,,,,,,,,ACAV_RS23950,C8244_RS01395,C8241_RS01580,C8245_RS04275,C8247_RS01315,,C8237_01410,C8239_01850,C8238_RS01395,C8246_RS13730,C8232_00475,C8236_01750,C8243_01225,C8248_04610,C8242_01590,C7Y68_RS01730,C8235_01455,,C8240_RS01350,,,,,,,
,,,,,,,,,,,,,C8244_RS19690,,,,,,,,C8246_RS04985,,,,,,C7Y68_RS21380,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,C8239_07430,,C8246_RS06420,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ACAV_RS03250,,,C8245_RS02835,C8247_RS02355,C8234_02010,,,,C8246_RS07400,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,C8247_RS02365,,C8237_01440,,,C8246_RS12725,,,,,,,,,C8240_RS00940,AAVE_RS24200,CQB05_RS18330,,,,,
,,,,,,,,,,,,,,,C8245_RS05165,,,,,,,,,,,,,,,,,,,EAG14_RS06915,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8240_RS01435,,,,EAG14_RS16760,,C380_RS07035,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8240_RS01440,,,,EAG14_RS16755,,C380_RS07040,
,,,,,,,,,,,,,C8244_RS06355,,,,C8234_04660,,,,C8246_RS08095,C8232_03400,C8236_06440,C8243_05925,C8248_05825,C8242_05375,C7Y68_RS06730,,,,,,,,,,
,,,,,,,,,,,,ACAV_RS03185,,C8241_RS02835,C8245_RS02865,,,,C8239_03185,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ACAV_RS03190,,C8241_RS02840,C8245_RS02860,,,,C8239_03190,,,,,,,,,,,,,,,,,,
,,,,,,APS58_RS01365,APS58_RS01365,,,,,,,,,,,,,,,,,,,,,,,,AAVE_RS10300,CQB05_RS04280,DTPSY_RS07650,EAG14_RS16970,G7045_RS04895,C380_RS19510,
,,,,,,,,,,,,,,C8241_RS00250,,,,,,C8238_RS00245,,,,C8243_00210,,,,,,,,,,,,,
,,,,,,,,,,,,ACAV_RS03990,,C8241_RS03660,C8245_RS02090,C8247_RS03115,,,,,C8246_RS10970,,C8236_03670,C8243_03460,C8248_02755,,C7Y68_RS03880,,,C8240_RS03250,,,DTPSY_RS17610,,,,
,,,,,,,,,,CCX87_RS00060,CCX87_RS00060,,,,,,,,,,,,,,,,,,,,,,,,G7045_RS00085,,BSY15_RS07255
,,,,,,,,,,,,ACAV_RS01465,C8244_RS01050,C8241_RS01270,C8245_RS04630,C8247_RS00955,,C8237_01065,C8239_01495,C8238_RS01020,C8246_RS14085,C8232_00100,C8236_01405,C8243_00870,,C8242_01215,C7Y68_RS01385,,,,,,,,,,
,,,,,,,,,,,,,,,,C8247_RS11910,,,,,C8246_RS00510,,C8236_11540,,,,C7Y68_RS21465,,,,,,,,,,
,,,,,,,,,,,,,,,,,,C8237_07035,,,C8246_RS06245,,,,,,C7Y68_RS07915,,,C8240_RS07585,,,,,,,
CBP33_RS00875,CBP33_RS00875,CBP35_RS17970,CBP35_RS17970,CBP36_RS00990,CBP36_RS00990,,,,,CCX87_RS00710,CCX87_RS00710,,,,,,,,,,,,,,,,,,CBP34_RS00885,,,,,,,,
CBP33_RS02770,CBP33_RS02770,CBP35_RS15750,CBP35_RS15750,CBP36_RS03195,CBP36_RS03195,,,,,,,,,,,,,,,,,,,,,,,,CBP34_RS02750,,,,,,G7045_RS11950,,
,,,,,,APS58_RS01870,APS58_RS01870,,,CCX87_RS06845,CCX87_RS06845,ACAV_RS15890,C8244_RS13565,,C8245_RS14315,C8247_RS13555,C8234_10385,C8237_13305,,C8238_RS13535,C8246_RS23600,,C8236_13085,C8243_13225,C8248_12640,C8242_12985,C7Y68_RS14685,C8235_12205,CBP34_RS12545,,AAVE_RS09820,CQB05_RS04770,,,,C380_RS09540,
,,,,,,,,,,CCX87_RS07655,CCX87_RS07655,,,,,,,,,,C8246_RS07095,,,,,,,,CBP34_RS15370,,,,,,,,
,,,,,,,,,,CCX87_RS13445,CCX87_RS13445,,,,,,,,,,,,,,,,,,,,,,,,G7045_RS09465,,BSY15_RS19920
CBP33_RS04590,CBP33_RS04590,CBP35_RS13920,CBP35_RS13920,CBP36_RS05015,CBP36_RS05015,APS58_RS14075,APS58_RS14075,AJS_RS15395,AJS_RS15395,CCX87_RS13775,CCX87_RS13775,ACAV_RS05500,,C8241_RS05245,C8245_RS00525,C8247_RS04525,C8234_03235,C8237_04355,,C8238_RS04620,C8246_RS09540,C8232_01950,C8236_05105,C8243_04470,C8248_04245,C8242_03925,C7Y68_RS05265,C8235_03860,CBP34_RS04540,,AAVE_RS05525,CQB05_RS15220,DTPSY_RS12275,EAG14_RS13875,G7045_RS09770,C380_RS05395,BSY15_RS02715
,,,,,,,,,,,,ACAV_RS16370,C8244_RS14065,,C8245_RS13575,C8247_RS14030,C8234_10850,C8237_13755,,,C8246_RS23125,,C8236_13565,,C8248_13120,,C7Y68_RS15165,C8235_10950,,C8240_RS15175,,,,EAG14_RS15020,,C380_RS00050,
,,,,,,APS58_RS02395,APS58_RS02395,,,,,ACAV_RS16420,C8244_RS14115,,C8245_RS13525,C8247_RS14080,C8234_10900,C8237_13805,C8239_13645,C8238_RS14045,C8246_RS23075,,C8236_13615,C8243_13735,C8248_13170,,C7Y68_RS15215,C8235_11000,,,AAVE_RS17195,CQB05_RS05305,,,,,
,,,,,,APS58_RS02470,APS58_RS02470,,,,,ACAV_RS16505,C8244_RS14200,,C8245_RS13440,C8247_RS14165,C8234_10985,C8237_13890,C8239_13735,C8238_RS14130,C8246_RS22990,,C8236_13700,C8243_13820,C8248_13255,,C7Y68_RS15300,C8235_11090,,,AAVE_RS25155,CQB05_RS05380,,,,,
,,,,,,,,AJS_RS00320,AJS_RS00320,,,,,,,,,,,,,,,,,,,,,,,,DTPSY_RS00385,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAVE_RS24225,CQB05_RS17385,DTPSY_RS18305,,G7045_RS07975,C380_RS24580,
,,,,,,,,,,,,ACAV_RS00275,C8244_RS00290,,C8245_RS05850,C8247_RS00275,C8234_00275,C8237_00285,C8239_00215,C8238_RS00270,C8246_RS15305,,C8236_00275,C8243_00235,C8248_00270,C8242_00225,C7Y68_RS00350,C8235_00260,,C8240_RS00240,,,,EAG14_RS04165,,,
,,,,,,,,,,,,ACAV_RS00555,C8244_RS00570,,C8245_RS05560,C8247_RS00515,,C8237_00565,,,,,,,,,C7Y68_RS00630,C8235_00550,,,,,,,,,
,,,,,,APS58_RS00800,APS58_RS00800,AJS_RS01665,AJS_RS01665,,,ACAV_RS13865,C8244_RS11710,C8241_RS13445,C8245_RS16375,C8247_RS11880,,C8237_11545,C8239_11625,C8238_RS11835,C8246_RS00540,C8232_07870,C8236_11510,,C8248_10690,C8242_10970,C7Y68_RS13000,,,C8240_RS12720,AAVE_RS12035,CQB05_RS02480,DTPSY_RS01585,,,,BSY15_RS10945
